"shot_id","duration_s","dialogue","voiceover","video_prompt","negative_prompt","camera_motion","reference_images","conditioning_keyframes","keyframe_dir"
"S013","12","这不是隔壁，这是我家。","钥匙刚插进去，门自己开了。屋里摆着同样的桌，同样的红杯。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 钥匙刚插进去，门自己开了。屋里摆着同样的桌，同样的红杯。, 林澈低声说：这不是隔壁，这是我家。. Narration: ""钥匙刚插进去，门自己开了。屋里摆着同样的桌，同样的红杯。"". 林澈 says: ""这不是隔壁，这是我家。"". Camera motion: over-the-shoulder shot, slow rack focus between subjects. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: listening); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","over-the-shoulder shot, slow rack focus between subjects","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S013/keyframes/frame_01.jpg","assets/renders/S013/keyframes"
"S014","12","原来有人一直在这里。","墙上贴着旧报纸，日期停在母亲失踪后的第二天。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 墙上贴着旧报纸，日期停在母亲失踪后的第二天。, 林澈低声说：原来有人一直在这里。. Narration: ""墙上贴着旧报纸，日期停在母亲失踪后的第二天。"". 林澈 says: ""原来有人一直在这里。"". Camera motion: low angle shot, slight upward tilt, dramatic perspective. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: searching); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","low angle shot, slight upward tilt, dramatic perspective","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S014/keyframes/frame_01.jpg","assets/renders/S014/keyframes"
"S015","12","他是谁？是我吗？","报纸下面露出一段铅笔字：如果他回来，别让他记起地下室。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 报纸下面露出一段铅笔字：如果他回来，别让他记起地下室。, 林澈低声说：他是谁？是我吗？. Narration: ""报纸下面露出一段铅笔字：如果他回来，别让他记起地下室。"". 林澈 says: ""他是谁？是我吗？"". Camera motion: high angle shot, downward perspective, surveillance or top-down feel. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: frozen); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","high angle shot, downward perspective, surveillance or top-down feel","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S015/keyframes/frame_01.jpg","assets/renders/S015/keyframes"
"S016","12","别回头。","窗外闪电照亮房间，玻璃上倒映出另一个林澈站在身后。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 窗外闪电照亮房间，玻璃上倒映出另一个林澈站在身后。, 林澈低声说：别回头。. Narration: ""窗外闪电照亮房间，玻璃上倒映出另一个林澈站在身后。"". 林澈 says: ""别回头。"". Camera motion: extreme close-up, ultra shallow depth of field, slow micro-movement. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: listening); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","extreme close-up, ultra shallow depth of field, slow micro-movement","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S016/keyframes/frame_01.jpg","assets/renders/S016/keyframes"
"S017","12","你到底要我看什么？","他还是回头了。身后没有人，只有柜门轻轻敞开。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 他还是回头了。身后没有人，只有柜门轻轻敞开。, 林澈低声说：你到底要我看什么？. Narration: ""他还是回头了。身后没有人，只有柜门轻轻敞开。"". 林澈 says: ""你到底要我看什么？"". Camera motion: static wide establishing shot, slow dolly in from medium to close-up. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: searching); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","static wide establishing shot, slow dolly in from medium to close-up","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S017/keyframes/frame_01.jpg","assets/renders/S017/keyframes"
"S018","12","林澈，一九九九。","柜子里塞满录像带，每一盘都贴着他的名字。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 柜子里塞满录像带，每一盘都贴着他的名字。, 林澈低声说：林澈，一九九九。. Narration: ""柜子里塞满录像带，每一盘都贴着他的名字。"". 林澈 says: ""林澈，一九九九。"". Camera motion: medium shot, subtle hand-held camera feel, focus on subject action. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: frozen); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","medium shot, subtle hand-held camera feel, focus on subject action","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S018/keyframes/frame_01.jpg","assets/renders/S018/keyframes"
"S019","12","这是真的？","第一盘录像开始播放。画面里，小林澈坐在厨房桌边，母亲在哭。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 第一盘录像开始播放。画面里，小林澈坐在厨房桌边，母亲在哭。, 林澈低声说：这是真的？. Narration: ""第一盘录像开始播放。画面里，小林澈坐在厨房桌边，母亲在哭。"". 林澈 says: ""这是真的？"". Camera motion: tight close-up, shallow depth of field, subtle breathing camera drift. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: listening); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","tight close-up, shallow depth of field, subtle breathing camera drift","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S019/keyframes/frame_01.jpg","assets/renders/S019/keyframes"
"S020","12","她说了什么？","录像里的母亲把红杯推给孩子，说了一句被噪声吞掉的话。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 录像里的母亲把红杯推给孩子，说了一句被噪声吞掉的话。, 林澈低声说：她说了什么？. Narration: ""录像里的母亲把红杯推给孩子，说了一句被噪声吞掉的话。"". 林澈 says: ""她说了什么？"". Camera motion: detail insert shot, smooth focus pull, macro lens feel, very slight movement. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: searching); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","detail insert shot, smooth focus pull, macro lens feel, very slight movement","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S020/keyframes/frame_01.jpg","assets/renders/S020/keyframes"
"S021","12","别信谁？","电视雪花闪烁，噪声里慢慢挤出两个字：别信。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 电视雪花闪烁，噪声里慢慢挤出两个字：别信。, 林澈低声说：别信谁？. Narration: ""电视雪花闪烁，噪声里慢慢挤出两个字：别信。"". 林澈 says: ""别信谁？"". Camera motion: over-the-shoulder shot, slow rack focus between subjects. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: frozen); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","over-the-shoulder shot, slow rack focus between subjects","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S021/keyframes/frame_01.jpg","assets/renders/S021/keyframes"
"S022","12","小澈，开门。","门外传来母亲的声音，很近，很轻，像隔着一层水。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 门外传来母亲的声音，很近，很轻，像隔着一层水。, 林澈低声说：小澈，开门。. Narration: ""门外传来母亲的声音，很近，很轻，像隔着一层水。"". 林澈 says: ""小澈，开门。"". Camera motion: low angle shot, slight upward tilt, dramatic perspective. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: listening); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","low angle shot, slight upward tilt, dramatic perspective","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S022/keyframes/frame_01.jpg","assets/renders/S022/keyframes"
"S023","12","你不是我妈。","林澈后退一步，钥匙在掌心发烫，像在替他做决定。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 林澈后退一步，钥匙在掌心发烫，像在替他做决定。, 林澈低声说：你不是我妈。. Narration: ""林澈后退一步，钥匙在掌心发烫，像在替他做决定。"". 林澈 says: ""你不是我妈。"". Camera motion: high angle shot, downward perspective, surveillance or top-down feel. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: searching); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","high angle shot, downward perspective, surveillance or top-down feel","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S023/keyframes/frame_01.jpg","assets/renders/S023/keyframes"
"S024","12","别进来。","门把手缓慢转动，红杯突然裂开一道细缝。","style: Cinematic Realism v1, mood: cinematic, moody, controlled lighting, color palette: warm highlights, cool shadows. scene: Apartment Kitchen Night. red fridge, wooden table, rainy window. lighting: dim warm lamp + blue moonlight. character (charA_v1): short_black, white_hoodie + black_jeans, silver_ring_left_hand. prop (mug_red_v1): state: story_clue, visually consistent. 门把手缓慢转动，红杯突然裂开一道细缝。, 林澈低声说：别进来。. Narration: ""门把手缓慢转动，红杯突然裂开一道细缝。"". 林澈 says: ""别进来。"". Camera motion: extreme close-up, ultra shallow depth of field, slow micro-movement. continuity locks: charA_v1 (location: apartment_kitchen_or_hallway, pose: frozen); mug_red_v1 (location: near_main_character, state: warm_and_unexplained). cinematic realistic suspense comic panel, stable young Chinese man identity, rainy old apartment, red mug as recurring clue, coherent low-cost storyboard frame. Stable visual consistency across entire clip. No character drift, no prop mutation, no scene layout shift.","cartoon, neon cyberpunk (unless explicitly requested), sunlight, daylight, modern led lights, crowd, text artifacts, logo, watermark, extra fingers, face drift, face morphing, character drift, outfit change, prop mutation, scene layout shift, distorted limbs, burnt-in subtitles, motion blur excessive, flickering, framing jump cut","extreme close-up, ultra shallow depth of field, slow micro-movement","assets/scenes/kitchen_apartment_01/anchor_A.svg | assets/scenes/kitchen_apartment_01/anchor_B.svg | assets/scenes/kitchen_apartment_01/anchor_C.svg | assets/characters/charA_v1/front.svg | assets/characters/charA_v1/side.svg | assets/characters/charA_v1/fullbody.svg | assets/props/mug_red_v1/ref.svg","assets/renders/S024/keyframes/frame_01.jpg","assets/renders/S024/keyframes"
